title,url,description,duration,thumbnail
9.5: JavaScript setInterval() Function - p5.js Tutorial,https://www.youtube.com/watch?v=CqDqHiamRHA,"This video covers the setInterval() function in JavaScript in the context of p5.js.  setInterval() allows you to execute a given function every N milliseconds.

https://developer.mozilla.org/en-US/...",701,https://i.ytimg.com/vi/CqDqHiamRHA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2LVvHth7lJ3YupolsdM31x8jGlA
9.4: JavaScript setTimeout() Function - p5.js Tutorial,https://www.youtube.com/watch?v=nGfTjA8qNDA,"This video covers the setTimeout() function in JavaScript in the context of p5.js.  setTimeout() allows you to execute a given function at a specific time (in milliseconds.)

https://developer.mozi...",560,https://i.ytimg.com/vi/nGfTjA8qNDA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAgjS1GvbRLfeekukWmZZkQLE5gpw
12.5: Closest or Highest Point Tracking - Kinect and Processing Tutorial,https://www.youtube.com/watch?v=nYCvdtZGveg,"This video looks at an algorithm for finding a particular pixel that is the closest or highest.   The idea is to set a ""record"" value and check each and every pixel to see if they beat the...",585,https://i.ytimg.com/vi/nYCvdtZGveg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC52emcHaXo8OmdBMxhp9mjNMwcOA
12.4: Average Point Hand Tracking - Kinect and Processing Tutorial,https://www.youtube.com/watch?v=Kr4s5sLoROY,This video looks at how to find the average location of a set of pixels within a minimum and maximum depth threshold.  This can be useful for basic hand tracking (as long as the hand is outstretche...,622,https://i.ytimg.com/vi/Kr4s5sLoROY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaOq5cm84n4dCHgbqLyVUJubwPLg
12.3: Raw Depth Data - Point Clouds and Thresholds - Kinect and Processing Tutorial,https://www.youtube.com/watch?v=E1eIg54clGo,In this video I look at how to iterate over the raw depth data array.  I show how to render the depth as a point cloud in 3d space.  I also look at how to set a minimum and maximum depth threshold...,999,https://i.ytimg.com/vi/E1eIg54clGo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD3hoPExsWkYP3GgbNpeefMndtHJg
12.2: The Depth Image - Kinect and Processing Tutorial,https://www.youtube.com/watch?v=FBmxc4EyVjs,"In this video, I look at how how to process the pixels of the ""depth image"".  How is depth mapped to brightness?  How do you iterate over the pixels?  How do you get started?

All examples:...",898,https://i.ytimg.com/vi/FBmxc4EyVjs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDub3yt7d4D2hqmCIJgPEplBK3quQ
12.1: What is the Kinect? - Kinect and Processing Tutorial,https://www.youtube.com/watch?v=QmVNgdapJJM,"In this video I discuss how to get started working with the Microsoft Kinect in Processing using the Open Kinect for Processing library.  I look at the different versions of the kinect -- 1414,...",994,https://i.ytimg.com/vi/QmVNgdapJJM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAo0hu9CbUnW4zFHxPDMRs4dlyUcg
Processing / p5.js Tutorial: What is lerp? (Linear Interpolation),https://www.youtube.com/watch?v=8uLVnM36XUc,"This video covers the lerp() function which is part of both Processing and p5.js.  What is lerp()?  What is linear interpolation?  How can you use this function to create an ""easing"" effect...",610,https://i.ytimg.com/vi/8uLVnM36XUc/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIF0oVjAP&rs=AOn4CLBzYtwKjcRM3wjnXs7Mi4Oq5s9GuA
15.6: Tweeting images with Processing - Twitter Bot Tutorial,https://www.youtube.com/watch?v=mUoIPmZ4KwA,"This video covers how to use the Processing development environment to render images that are posted from a Twitter bot.  Processing command line is covered.

Command line instructions for...",1314,https://i.ytimg.com/vi/mUoIPmZ4KwA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBfPN3uyC1lNahQ1BIxJ6UHr8923g
15.5: Scheduling Tweets Using setInterval() - Twitter Bot Tutorial,https://www.youtube.com/watch?v=ZvsqQjwrISQ,"How do you schedule tweets in a bot using JavaScript's setInterval() function?  How do you trigger a tweet when a certain event occurs like a user is followed or a tweet is favorited?

All...",954,https://i.ytimg.com/vi/ZvsqQjwrISQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDbqkEs1l3lAxbXvfAcpZLogUlxVQ
15.4: Twitter API Basics - Twitter Bot Tutorial,https://www.youtube.com/watch?v=7-nX3YOC4OA,"This video covers the basics of the twitter API.  What are the basic commands -- get, post, stream?  How do you search twitter?  How do you post a tweet?  How do you trigger a function callback...",1035,https://i.ytimg.com/vi/7-nX3YOC4OA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCM__MushqnhaOHnSmlYDRCr0i-aQ
15.3: Setting up a Twitter app - Twitter Bot Tutorial,https://www.youtube.com/watch?v=GQC2lJIAyzM,This video covers how to set up a Twitter app for a bot.  How do you sign up and get keys?  How do you authenticate with Twitter in a node.js app using the Twit node package?  What is Oauth?...,923,https://i.ytimg.com/vi/GQC2lJIAyzM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDEfzzKOOmkH7lTmPACNEKoIVh74A
15.2: What is NPM? - Twitter Bot Tutorial,https://www.youtube.com/watch?v=s70-Vsud9Vk,"This video covers the basics of npm (node package manager).  What is node package manager?  What are some basic commands like ""init"" and ""install""?  How do you use a Twitter package. Code:...",807,https://i.ytimg.com/vi/s70-Vsud9Vk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDftI7hzU9WRCaZ8EXCxwSqEEuc-A
15.1: What is Node.js? - Twitter Bot Tutorial,https://www.youtube.com/watch?v=RF5_MPSNAtU,This video covers the basics of Node.js. What is Node.js? What is server-side programming? What might you use it for and how do you get started?  Basic unix commands and working with terminal...,913,https://i.ytimg.com/vi/RF5_MPSNAtU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC9pdFFh6BWgG6XFnaaaAtUwLFkog
10.9: New York Times API and JavaScript - p5.js Tutorial,https://www.youtube.com/watch?v=IMne3LY4bks,"This video looks at how to to use the NY Times API which provides data about New York Times articles from 1851 to present.

Sign up for the API here:
http://developer.nytimes.com/

All examples:...",919,https://i.ytimg.com/vi/IMne3LY4bks/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBa6ymu9GCsqOtC18Uj1YBoYjdjIw
10.8: Wordnik API and JavaScript - p5.js Tutorial,https://www.youtube.com/watch?v=YsgdUaOrFnQ,"This video looks at how to to use the Wordnik API which provides metadata about words in the English language -- definitions, examples, related words, pronunciation, syllables, and more.

Sign...",1236,https://i.ytimg.com/vi/YsgdUaOrFnQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBQ3RCDPZC6n-Ivou5afkusG0wQ5g
10.10: The Giphy API and JavaScript - p5.js Tutorial,https://www.youtube.com/watch?v=mj8_w11MvH8,"This video looks at how to to use the Giphy API with p5 createImg() function to display GIFs from giphy on a web page.  Rainbows and Ryan Gosling are discussed.

https://github.com/CodingTrain/webs...",903,https://i.ytimg.com/vi/mj8_w11MvH8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpB8IyzaBj8Y-mo1BErRJnAOULtA
10.7: API Query with JavaScript setInterval() - p5.js Tutorial,https://www.youtube.com/watch?v=UNtqhnhD-wo,"This video looks at how to query at API continuously while a p5.js sketch is running using setInterval.

All examples: https://github.com/shiffman/Video-Lesson-Materials

Contact: https://twitter.c...",953,https://i.ytimg.com/vi/UNtqhnhD-wo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPAbg9gxP8q0aOjEqGWeNZtVzqUQ
10.6: API Query with User Input - p5.js Tutorial,https://www.youtube.com/watch?v=4UoUqnjUC2c,"This video demonstrates how to query an API with input from the user.  In other words, the user types in a city to a text input field and the JavaScript program asks the API for the weather...",1111,https://i.ytimg.com/vi/4UoUqnjUC2c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAV0eFVkYkWUmjR014CTcMLOE6eqQ
10.5: Working with APIs in Javascript - p5.js Tutorial,https://www.youtube.com/watch?v=ecT42O6I_WI,This video demonstrates how to work with an API.  The example uses open weather map.  How do you form an API query?  How do you get an API key?  How do you use the JSON data the API sends you...,912,https://i.ytimg.com/vi/ecT42O6I_WI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD82MOAKH9v0UyMwQ7HcTH5jNAlmA
10.4: Loading JSON data from a URL (Asynchronous Callbacks!) - p5.js Tutorial,https://www.youtube.com/watch?v=6mT3r8Qn1VY,This video covers begins the process of working with APIs.   The first step is just using a URL instead of a local JSON file.  How does this change your code?  How do you use a callback to...,1169,https://i.ytimg.com/vi/6mT3r8Qn1VY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCiqpYiRONpaQF-qBrvt9xa7JrXjg
10.3: What is JSON? Part II - p5.js Tutorial,https://www.youtube.com/watch?v=118sDpLOClw,"This video covers additional JSON (JavaScript Object Notation) scenarios?  How are objects nested within objects?  What is a JSON array?  

All examples: https://github.com/shiffman/Video-Lesson-Ma...",969,https://i.ytimg.com/vi/118sDpLOClw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAz6FDYKfP1ITs_CSkVFmBgax4k2A
10.2: What is JSON? Part I - p5.js Tutorial,https://www.youtube.com/watch?v=_NFkzw6oFtQ,"This video covers JSON (JavaScript Object Notation)?  What is it?  What is the syntax?  How do you load a JSON file?  How does this help you along the way to working with APIs.

All examples:...",956,https://i.ytimg.com/vi/_NFkzw6oFtQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFXUVqrFDgmqBuAZeLvZgu7C_HqA
10.1: Introduction to Data and APIs in JavaScript - p5.js Tutorial,https://www.youtube.com/watch?v=rJaXOFfwGVw,"This video introduces the idea of using external data in a p5.js sketch.  What are the various formats -- JSON, tabular data, XML?  What is an API?

Wind map: http://hint.fm/wind/

All examples:...",770,https://i.ytimg.com/vi/rJaXOFfwGVw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAIu2GaPELY98AkrHV_vYDpmqB9WA
8.16: The Slider Dance - p5.js Tutorial,https://www.youtube.com/watch?v=CMsD3IigG7g,"This video looks at how you can control DOM elements (like a slider) from your code, overriding user interaction.

Support this channel on Patreon: https://patreon.com/codingtrain

Contact:...",841,https://i.ytimg.com/vi/CMsD3IigG7g/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHzIqhsI_zbzbQueZo0F79c0RvYw
8.15: Drag and Drop a File - p5.js Tutorial,https://www.youtube.com/watch?v=o4UmGrPst_c,"This video looks at how you can create a ""drag and drop"" zone as a DOM element and use that file dragged and dropped (such as an image) in your code.

Next Video: https://youtu.be/CMsD3IigG7g...",1228,https://i.ytimg.com/vi/o4UmGrPst_c/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaJGqfL9f448h8loQKaa9k1P1Dlw
8.13: Assigning a CSS Class Dynamically - p5.js Tutorial,https://www.youtube.com/watch?v=KMRgLi2TBhQ,"This video looks at how you can assign a CSS class in your code using the class(), addClass(), and removeClass() functions.

Next Video: https://youtu.be/4OAG_BkQcPE

Support this channel on...",640,https://i.ytimg.com/vi/KMRgLi2TBhQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAOrHTimDvFOsoOpsDSbcMBQOPZiA
8.14: parent() and child() again with Variables - p5.js Tutorial,https://www.youtube.com/watch?v=4OAG_BkQcPE,"This video looks at how you can nest DOM elements generated in JavaScript using parent() and child().

Next Video: https://youtu.be/o4UmGrPst_c

Support this channel on Patreon: https://patreon.com...",1065,https://i.ytimg.com/vi/4OAG_BkQcPE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLACnLFujGYvMzgAVdhzfxP-eNDFPw
8.11: Callbacks on Multiple DOM Elements - p5.js Tutorial,https://www.youtube.com/watch?v=KeZBpeH59Q4,"This video looks at selectAll() and the JavaScript keyword ""this"" in the context of adding events to multiple DOM elements.

Next Video: https://youtu.be/eoXLD0Aw1YI

Support this channel on...",761,https://i.ytimg.com/vi/KeZBpeH59Q4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2YD0qRojiXmkiysFnPKzVgFx4Uw
8.12: parent() and child() - p5.js Tutorial,https://www.youtube.com/watch?v=eoXLD0Aw1YI,"This video looks at the parent() and child() functions in p5.js.

Next Video: https://youtu.be/KMRgLi2TBhQ

Support this channel on Patreon: https://patreon.com/codingtrain

Contact: https://twitte...",930,https://i.ytimg.com/vi/eoXLD0Aw1YI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA-eXpGn82fpUdjSzeCvkCNKK8g4w
8.10: select() and selectAll() with CSS Selectors - p5.js Tutorial,https://www.youtube.com/watch?v=sSQPLIHIzmg,"This video examines how to select DOM elements from JavaScript using select() and selectAll()

Next Video: https://youtu.be/KeZBpeH59Q4

Support this channel on Patreon: https://patreon.com/codingt...",1033,https://i.ytimg.com/vi/sSQPLIHIzmg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFCrcv37_0M-6N7iSGHy2sKez94w
8.9: CSS Selectors - p5.js Tutorial,https://www.youtube.com/watch?v=sVo8Dbii8OQ,"This video examines ids, classes, and tags as CSS selectors.

Next video: https://youtu.be/sSQPLIHIzmg

Support this channel on Patreon: https://patreon.com/codingtrain

Contact: https://twitter.co...",723,https://i.ytimg.com/vi/sVo8Dbii8OQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBmMpXBpAIAr7byoySIlJEwnyP_sA
"8.8: Events ""changed"" and ""input"" - p5.js Tutorial",https://www.youtube.com/watch?v=ZEy0_NLhdSE,"This video examines how to trigger an event whenever a text input field or slider changes.

Next video: https://youtu.be/sVo8Dbii8OQ

Support this channel on Patreon: https://patreon.com/codingtrai...",710,https://i.ytimg.com/vi/ZEy0_NLhdSE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCXo2p6j8IGRLO-RlkqjmvGZLKwYg
Hello and welcome! (Learn about code?),https://www.youtube.com/watch?v=XCUEpmBnqfs,"This video sums up what is in this channel and is uncomfortably awkward.  Here are some playlists:

http://twitter.com/shiffman/

Learn Processing!
https://www.youtube.com/user/shiffman/playlists?s...",114,https://i.ytimg.com/vi/XCUEpmBnqfs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUFpk5zDZ3psKpEfOwg6I4dwyQow
Arrays in Processing 3 (Java),https://www.youtube.com/watch?v=5tSBbWySCC0,"This video covers the basics of working with arrays in Processing.  Additional resources:

Array tutorial: https://processing.org/tutorials/arrays/
Images and pixels tutorial: https://processing.or...",1012,https://i.ytimg.com/vi/5tSBbWySCC0/hqdefault.jpg?sqp=-oaymwE2CNACELwBSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhlIGUoZTAP&rs=AOn4CLASQMMNf5iz3oLRiiALBIz8Uym9Ug
8.7: The Basics of CSS - p5.js Tutorial,https://www.youtube.com/watch?v=zGL8q8iQSQw,"This video covers the very very basics of CSS.  I look at how to write a selector in a style tag as well as how to use the p5 style() function. More to come!

Support this channel on Patreon:...",993,https://i.ytimg.com/vi/zGL8q8iQSQw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDS4mlGF5fpuiejpkaIllK9t81-1A
8.6: Other Events and Inputs - p5.js Tutorial,https://www.youtube.com/watch?v=HsDVz2_Qgow,"This video examines other interface elements like text inputs and sliders as well as other events beyond mousePressed, like mouseOver, mouseOut, changed, and input.  This video is ridiculously...",1322,https://i.ytimg.com/vi/HsDVz2_Qgow/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCs-OZAe7ISEAKGsrDPmL7M9ksqsg
8.4: Handling DOM Events with Callbacks - p5.js Tutorial,https://www.youtube.com/watch?v=NcCEzzd9BGE,"This video looks at how a JavaScript function can be a callback to an event.  For example, when the user clicks a button in the browser, a function is executed.  Other events will be covered...",600,https://i.ytimg.com/vi/NcCEzzd9BGE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBOgMKr_5DdrR3wP4GiyZuSMALtdg
8.3: Manipulating DOM Elements with html() and position() - p5.js Tutorial,https://www.youtube.com/watch?v=YfaJ20vXcK8,"This video shows how to change the content of an HTML element using html() or set its position using position().  These functions are part of p5.dom.js library.

Next video: https://youtu.be/NcCEzz...",741,https://i.ytimg.com/vi/YfaJ20vXcK8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBzn50vIB9gt7DEaFSINfT-XXnWvA
8.2: Creating HTML Elements with JavaScript - p5.js Tutorial,https://www.youtube.com/watch?v=lAtoaRz78I4,"This video covers how to dynamically create HTML elements from JavaScript using p5.js.  createP() and createElement() are covered.

Next video: https://www.youtube.com/watch?v=YfaJ20vXcK8
...",519,https://i.ytimg.com/vi/lAtoaRz78I4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4Kb_HVK-7vFXNDBN9XJ1D5lPpQw
8.1: What is HTML? - p5.js Tutorial,https://www.youtube.com/watch?v=URSH0QpxKo8,"This video covers the basics of HTML in the context of DOM manipulation with p5.js.

Next video: https://youtu.be/lAtoaRz78I4

Support this channel on Patreon: https://patreon.com/codingtrain...",787,https://i.ytimg.com/vi/URSH0QpxKo8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmv73magt0PV6x0C7mGqkRXisSsw
7.8: Objects and Images - p5.js Tutorial,https://www.youtube.com/watch?v=FVYGyaxG4To,"This video covers how to have a JavaScript object store a reference to an p5.js image.

Support this channel on Patreon: https://patreon.com/codingtrain

Contact: https://twitter.com/shiffman...",975,https://i.ytimg.com/vi/FVYGyaxG4To/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBrV3xCMvJSwgn64hBnTohANU8xkQ
7.7: Checking Objects Intersection Part II - p5.js Tutorial,https://www.youtube.com/watch?v=GY-c2HO2liA,"This is part II of a tutorial in which I show you how to check if an object collide with another one in a p5.js sketch by using nested for loops.

Next video:https://youtu.be/FVYGyaxG4To?list=PLRqw...",599,https://i.ytimg.com/vi/GY-c2HO2liA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBJu18ExwFhVn5QrmYlbytTljw5Pg
7.6: Checking Objects Intersection Part I - p5.js Tutorial,https://www.youtube.com/watch?v=uAfw-ko3kB8,"How do objects talk to each other?  How do you check if an object is intersecting with another object?

Next video: https://youtu.be/GY-c2HO2liA?list=PLRqwX-V7Uu6Zy51Q-x9tMWIv9cueOFTFA

Support...",957,https://i.ytimg.com/vi/uAfw-ko3kB8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCieALOzQvfAFSRiizW8TdVuZbrUA
7.7: Deleting Objects Using splice() - p5.js Tutorial,https://www.youtube.com/watch?v=HXOD_XDA-KU,"This video looks at how to delete objects from an array selectively (when the leave the screen, fade out, etc.)

Next video: https://youtu.be/uAfw-ko3kB8?list=PLRqwX-V7Uu6Zy51Q-x9tMWIv9cueOFTFA...",949,https://i.ytimg.com/vi/HXOD_XDA-KU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCKqDA2MqYFBJ-g0UAHxOCLczC64A
7.6: Clicking on Objects - p5.js Tutorial,https://www.youtube.com/watch?v=DEHsr4XicN8,"This video covers how to pass the mousePressed() event to objects drawn in your canvas.

Next video: https://youtu.be/HXOD_XDA-KU?list=PLRqwX-V7Uu6Zy51Q-x9tMWIv9cueOFTFA

Support this channel...",746,https://i.ytimg.com/vi/DEHsr4XicN8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCAmrbkFWrrl9SeN3RwmAr-FEQyNg
7.5: Multiple js Files - p5.js Tutorial,https://www.youtube.com/watch?v=Yk18ZKvXBj4,"This video looks at how you can store you code in multiple JS files to keep things organized and modular.

Next video: https://youtu.be/DEHsr4XicN8?list=PLRqwX-V7Uu6Zy51Q-x9tMWIv9cueOFTFA
...",426,https://i.ytimg.com/vi/Yk18ZKvXBj4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAhP8IeRczpIUHQLE4adI7dlyzYeg
7.4: The Constructor Function in JavaScript - p5.js Tutorial,https://www.youtube.com/watch?v=F3GeM_KrGjI,What is a constructor function in JavaScript?  How does it work?  How does it make objects?  When should you use it?  How can you duplicate objects into an array using the constructor function?...,759,https://i.ytimg.com/vi/F3GeM_KrGjI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDi5bkUR39OcTci3ZCMNB4kdUtSFQ
7.4: Adding and Removing Objects - p5.js Tutorial,https://www.youtube.com/watch?v=EyG_2AdHlzY,"This video looks at how to add and delete elements from an array using the JavaScript array functions push() and splice().

Next video: https://youtu.be/Yk18ZKvXBj4?list=PLRqwX-V7Uu6Zy51Q-x9tMWIv9c...",918,https://i.ytimg.com/vi/EyG_2AdHlzY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDeOw-njPA860sPC3tgNOh5q2fIkQ
7.3: Arrays of Objects - p5.js Tutorial,https://www.youtube.com/watch?v=pGkSHeEZLMU,"How can you duplicate a single object and make many of them in an array?  This video looks at doing this with ""literal"" objects, with an eye towards using the constructor function next.

Next...",761,https://i.ytimg.com/vi/pGkSHeEZLMU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKpMwPFrROlqWc7byqIooMtVpkzA
7.1: What is an array? - p5.js Tutorial,https://www.youtube.com/watch?v=VIQoUghHSxU,"This video covers the basics on using arrays in JavaScript.  What do they look like, how do they work, when should you use them? Code: https://thecodingtrain.com/tracks/code-programming-with-p5-js/...",829,https://i.ytimg.com/vi/VIQoUghHSxU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD4gUcjwqgFcrXKMHHYJfC8LYPR3g
7.2: Arrays and Loops - p5.js Tutorial,https://www.youtube.com/watch?v=RXWO3mFuW-I,Arrays and loops go together. Why? How? This video covers how to iterate over the contents of an array using a for loop. Code: https://thecodingtrain.com/tracks/code-programming-with-p5-js/code/7-a...,489,https://i.ytimg.com/vi/RXWO3mFuW-I/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCIDvSFeF5CSt-VgA-WpIxsvh_JuA
5.2: Function Parameters and Arguments - p5.js Tutorial,https://www.youtube.com/watch?v=zkc417YapfE,This video looks at re-usability and functions. How does defining a function with parameters allow a function to be re-used? Code: https://thecodingtrain.com/tracks/code-programming-with-p5-js/code...,632,https://i.ytimg.com/vi/zkc417YapfE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCEfrn_P8mpFXCmPElDbMaWQ6D1Ew
5.4: Functions Inside of Objects - p5.js Tutorial,https://www.youtube.com/watch?v=QoFWCPVpWUE,"This video dips a toe into the topic of object-oriented programming and looks at what happens when a function is embedded inside a JavaScript object.

Next video: httpshttps://youtu.be/VIQoUghHSxU?...",527,https://i.ytimg.com/vi/QoFWCPVpWUE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAn9i8p2A-3ne1FoQsnI3LAHvIPcg
5.1: Function Basics - p5.js Tutorial,https://www.youtube.com/watch?v=wRHAitGzBrg,This video covers the basics of writing your own functions in JavaScript. What does it mean to define and call your own function? How can this make a program more modular? Code: https://thecodingtr...,755,https://i.ytimg.com/vi/wRHAitGzBrg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCr4hYAC8QamVgaDeb301RKR87jzA
5.3: Functions and Return - p5.js Tutorial,https://www.youtube.com/watch?v=qRnUBiTJ66Y,"This video covers what it means for a function to return a value. 

Code: https://thecodingtrain.com/tracks/code-programming-with-p5-js/code/5-functions/3-return

🕹️ p5.js Web Editor Sketch:...",447,https://i.ytimg.com/vi/qRnUBiTJ66Y/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBaNGM6P2CDPrDloI7bDeR6q-qDBQ
